ScannerPro Engine data log recorded on 09/11/2012 22:03:03
,Time,AC Sw,Air Temp,Barometric Pressure,Batt Volts,Code 13,Code 13,Code 14,Code 14,Code 15,Code 15,Code 21,Code 21,Code 22,Code 22,Code 23,Code 23,Code 24,Code 24,Code 25,Code 25,Code 31,Code 31,Code 32,Code 32,Code 41,Code 41,Code 42,Code 42,Code 46,Code 46,Code 51,Code 51,Code 52,Code 52,ECUID,EGR,Elec Load,Evap Purge,IAC Duty Cycle,Idle Switch,Ignition Advance,Injector PW,LTFT,Manifold Pressure,Monitor1,Monitor2,O2 Sensor,O2S_Status,PS Switch,RPM,STFT,Target Idle,TFT,TPS Angle,TPS Volts,VSS,Water Temp,
Sample #,Seconds,,C,mBar,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,degrees (BTDC),ms,,mBar,,,mV,,,RPM,,RPM,,degrees,V,MPH,C,
702,203.705,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.57,000,370,5,192.00,0.097,Inactive,Inactive,0925,113,0886,113,0.00,0.000,000,076,
703,203.833,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.57,000,370,5,0.00,0.097,Inactive,Inactive,0925,124,0886,113,0.00,0.000,000,076,
704,203.961,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.56,000,364,7,0.00,0.136,Inactive,Inactive,0912,124,0886,113,0.00,0.000,000,076,
705,204.409,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,35,0.00,0.680,Inactive,Inactive,0922,124,0886,113,0.00,0.000,000,076,
706,204.889,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,370,35,0.00,0.680,Inactive,Inactive,0903,124,0886,113,0.00,0.000,000,076,
707,205.017,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,370,35,128.00,0.680,Inactive,Inactive,0903,110,0878,112,0.00,0.000,000,077,
708,205.160,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,370,21,128.00,0.408,Inactive,Inactive,0901,110,0878,112,0.00,0.000,000,077,
709,205.608,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,06,1.54,000,370,5,128.00,0.097,Inactive,Inactive,0913,110,0878,112,0.00,0.000,000,077,
710,206.072,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.55,000,370,5,128.00,0.097,Inactive,Inactive,0896,110,0878,112,0.00,0.000,000,077,
711,206.200,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.55,000,370,5,0.00,0.097,Inactive,Inactive,0896,128,0878,112,0.00,0.000,000,077,
712,206.328,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.55,000,370,4,0.00,0.078,Inactive,Inactive,0918,128,0878,112,0.00,0.000,000,077,
713,206.776,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.56,000,364,9,0.00,0.175,Inactive,Inactive,0918,128,0878,112,0.00,0.000,000,077,
714,207.224,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.55,000,364,36,0.00,0.699,Inactive,Inactive,0919,128,0878,112,0.00,0.000,000,077,
715,207.352,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.55,000,364,36,192.00,0.699,Inactive,Inactive,0919,123,0878,112,0.00,0.000,000,077,
716,207.480,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,09,1.56,000,364,42,192.00,0.816,Inactive,Inactive,0915,123,0878,112,0.00,0.000,000,077,
717,207.928,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,09,2.04,000,364,41,192.00,0.796,Inactive,Inactive,0915,123,0878,112,0.00,0.000,000,077,
718,208.376,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.52,000,364,37,192.00,0.718,Inactive,Inactive,0920,123,0878,112,0.00,0.000,000,077,
719,208.503,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.52,000,364,37,0.00,0.718,Inactive,Inactive,0920,112,0878,112,0.00,0.000,000,077,
720,208.632,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,09,1.52,000,364,28,0.00,0.544,Inactive,Inactive,0902,112,0878,112,0.00,0.000,000,077,
721,209.079,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.56,000,370,3,0.00,0.058,Inactive,Inactive,0910,112,0878,112,0.00,0.000,000,077,
722,209.527,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,5,0.00,0.097,Inactive,Inactive,0934,112,0878,112,0.00,0.000,000,077,
723,209.655,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,5,128.00,0.097,Inactive,Inactive,0934,130,0878,112,0.00,0.000,000,077,
724,209.783,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,6,128.00,0.117,Inactive,Inactive,0940,130,0878,112,0.00,0.000,000,077,
725,210.231,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,42,128.00,0.816,Inactive,Inactive,0924,130,0878,112,0.00,0.000,000,077,
726,210.679,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,36,128.00,0.699,Inactive,Inactive,0920,130,0878,112,0.00,0.000,000,077,
727,210.806,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,36,128.00,0.699,Inactive,Inactive,0920,116,0878,112,0.00,0.000,000,077,
728,210.934,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,06,1.53,000,364,13,128.00,0.252,Inactive,Inactive,0923,116,0878,112,0.00,0.000,000,077,
729,211.382,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,8,128.00,0.155,Inactive,Inactive,0915,116,0878,112,0.00,0.000,000,077,
730,211.830,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.55,000,364,33,128.00,0.641,Inactive,Inactive,0935,116,0878,112,0.00,0.000,000,077,
731,211.958,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.55,000,364,33,128.00,0.641,Inactive,Inactive,0935,121,0878,112,0.00,0.000,000,077,
732,212.086,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.51,000,364,42,128.00,0.816,Inactive,Inactive,0929,121,0878,112,0.00,0.000,000,077,
733,212.534,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.51,000,364,32,128.00,0.621,Inactive,Inactive,0936,121,0878,112,0.00,0.000,000,077,
734,212.982,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.51,000,364,16,128.00,0.311,Inactive,Inactive,0919,121,0878,112,0.00,0.000,000,077,
735,213.110,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.51,000,364,16,0.00,0.311,Inactive,Inactive,0919,121,0878,112,0.00,0.000,000,078,
736,213.238,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,7,0.00,0.136,Inactive,Inactive,0916,121,0878,112,0.00,0.000,000,078,
737,213.670,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,5,0.00,0.097,Inactive,Inactive,0924,121,0878,112,0.00,0.000,000,078,
738,214.118,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,6,0.00,0.117,Inactive,Inactive,0903,121,0878,112,0.00,0.000,000,078,
739,214.246,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,6,128.00,0.117,Inactive,Inactive,0903,133,0878,112,0.00,0.000,000,078,
740,214.374,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,06,1.54,000,364,11,128.00,0.214,Inactive,Inactive,0918,133,0878,112,0.00,0.000,000,078,
741,214.821,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,24,128.00,0.466,Inactive,Inactive,0928,133,0878,112,0.00,0.000,000,078,
742,215.269,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,42,128.00,0.816,Inactive,Inactive,0915,133,0878,112,0.00,0.000,000,078,
743,215.397,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.54,000,364,42,192.00,0.816,Inactive,Inactive,0915,120,0878,112,0.00,0.000,000,078,
744,215.525,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,07,1.53,000,364,43,192.00,0.835,Inactive,Inactive,0926,120,0878,112,0.00,0.000,000,078,
745,215.973,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.53,000,364,25,192.00,0.485,Inactive,Inactive,0922,120,0878,112,0.00,0.000,000,078,
746,216.420,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,06,1.52,000,364,7,192.00,0.136,Inactive,Inactive,0930,120,0878,112,0.00,0.000,000,078,
747,216.548,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,06,1.52,000,364,7,192.00,0.136,Inactive,Inactive,0930,128,0878,112,0.00,0.000,000,078,
748,216.676,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.54,000,364,7,192.00,0.136,Inactive,Inactive,0916,128,0878,112,0.00,0.000,000,078,
749,217.108,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.57,000,364,13,192.00,0.252,Inactive,Inactive,0903,128,0878,112,0.00,0.000,000,078,
750,217.556,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.57,000,370,32,192.00,0.621,Inactive,Inactive,0901,128,0878,112,0.00,0.000,000,078,
751,217.684,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,08,1.57,000,370,32,128.00,0.621,Inactive,Inactive,0901,121,0878,112,0.00,0.000,000,078,
752,217.812,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,09,1.56,000,370,27,128.00,0.524,Inactive,Inactive,0895,121,0878,112,0.00,0.000,000,078,
753,218.260,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,13,4.07,000,695,47,128.00,0.913,Inactive,Inactive,1510,121,0878,112,0.00,0.000,000,078,
754,218.708,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,36,0.95,000,228,44,128.00,0.854,Inactive,Inactive,2517,121,0878,112,0.00,0.000,000,078,
755,218.836,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,36,0.95,000,228,44,192.00,0.854,Inactive,Inactive,2517,128,0878,112,0.98,0.000,000,078,
756,218.980,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,19,1.17,000,221,46,192.00,0.893,Inactive,Inactive,2097,128,0878,112,0.98,0.000,000,078,
757,219.428,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,22,2.64,000,429,47,192.00,0.913,Inactive,Inactive,1598,128,0878,112,0.98,0.000,000,078,
758,219.892,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,38,2.53,000,682,48,192.00,0.932,Inactive,Inactive,3764,128,0878,112,0.98,0.000,000,078,
759,220.020,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,38,2.53,000,682,48,192.00,0.932,Inactive,Inactive,3764,089,0878,112,4.90,0.000,000,078,
760,220.148,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,42,1.05,000,260,46,192.00,0.893,Inactive,Inactive,3608,089,0878,112,4.90,0.000,000,078,
761,220.595,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,39,1.20,000,260,50,192.00,0.971,Inactive,Inactive,3036,089,0878,112,4.90,0.000,000,078,
762,221.043,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,37,1.22,000,273,48,192.00,0.932,Inactive,Inactive,2686,089,0878,112,4.90,0.000,000,078,
763,221.171,Inactive,023,-193,0.000,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,On,Off,Off,00,Open,37,1.22,000,273,48,128.00,0.932,Inactive,Inactive,2686,060,0878,112,4.90,0.000,000,078,
