ScannerPro Engine data log recorded on 01/28/2013 19:38:01,,,,,,,
,Time,RPM,Manifold Pressure,TPS Angle,Idle Switch,Injector PW,
Sample #,Seconds,RPM,mBar,degrees,,ms,us
892,116.952,959,980,10.29,Open,4.04,4040
893,117.08,959,980,10.29,Open,4.04,4040
894,117.207,959,980,10.29,Open,4.03,4030
895,117.335,959,980,10.29,Open,4.03,4030
896,117.463,959,980,10.29,Open,4.04,4040
897,117.606,959,980,10.29,Open,4.04,4040
898,117.734,959,980,10.29,Open,4.04,4040
899,117.862,957,980,10.29,Open,4.03,4030
900,117.989,957,980,10.29,Open,4.03,4030
901,118.117,957,980,10.29,Open,4.03,4030
902,118.245,958,980,10.29,Open,4.03,4030
903,118.373,958,980,10.29,Open,4.03,4030
904,118.516,956,980,10.29,Open,4.03,4030
905,118.644,956,980,10.29,Open,4.03,4030
906,118.771,956,980,10.29,Open,4.03,4030
907,118.899,956,980,10.29,Open,4.03,4030
908,119.043,956,980,10.29,Open,4.03,4030
909,119.17,956,980,10.29,Open,4.03,4030
910,119.298,957,980,10.29,Open,4.03,4030
911,119.426,957,980,10.29,Open,4.03,4030
912,119.553,960,980,10.29,Open,4.04,4040
913,119.681,960,980,10.29,Open,4.04,4040
914,119.809,960,980,10.29,Open,4.04,4040
915,119.936,960,980,10.29,Open,4.03,4030
916,120.064,960,980,10.29,Open,4.03,4030
917,120.192,960,980,10.29,Open,4.03,4030
918,120.319,959,980,10.29,Open,4.03,4030
