ScannerPro Engine data log recorded on 09/15/2012 11:30:03
,Time,AC Sw,Air Temp,Barometric Pressure,Batt Volts,Code 13,Code 13,Code 14,Code 14,Code 15,Code 15,Code 21,Code 21,Code 22,Code 22,Code 23,Code 23,Code 24,Code 24,Code 25,Code 25,Code 31,Code 31,Code 32,Code 32,Code 41,Code 41,Code 42,Code 42,Code 46,Code 46,Code 51,Code 51,Code 52,Code 52,ECUID,EGR,Elec Load,Evap Purge,IAC Duty Cycle,Idle Switch,Ignition Advance,Injector PW,LTFT,Manifold Pressure,Monitor1,Monitor2,O2 Sensor,O2S_Status,PS Switch,RPM,STFT,Target Idle,TFT,TPS Angle,VSS,Water Temp,
Sample #,Seconds,,C,mBar,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,degrees (BTDC),ms,,mBar,,,mV,,,RPM,,RPM,,degrees,MPH,C,
1798,230.032,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.78,127,403,88,128.00,0.272,Active,Inactive,1068,114,1035,120,1.96,000,053,
1799,230.160,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.78,127,403,88,0.00,0.272,Active,Inactive,1068,112,1035,119,1.96,000,053,
1800,230.288,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.78,127,403,89,0.00,0.097,Active,Inactive,1069,112,1035,119,1.96,000,053,
1801,230.416,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.78,127,403,89,0.00,0.097,Active,Inactive,1069,112,1035,119,1.96,000,053,
1802,230.544,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.80,127,403,89,0.00,0.097,Active,Inactive,1065,112,1035,119,1.96,000,053,
1803,230.672,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.80,127,403,89,0.00,0.097,Active,Inactive,1065,112,1035,119,1.96,000,053,
1804,230.800,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.80,127,403,89,0.00,0.272,Active,Inactive,1062,112,1035,119,1.96,000,053,
1805,230.928,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.80,127,403,89,64.00,0.272,Active,Inactive,1062,108,1035,117,1.96,000,053,
1806,231.056,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,09,1.78,127,403,88,64.00,0.816,Active,Inactive,1065,108,1035,117,1.96,000,053,
1807,231.184,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,09,1.78,127,403,88,64.00,0.816,Active,Inactive,1065,108,1035,117,1.96,000,053,
1808,231.312,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.76,127,403,88,64.00,0.796,Active,Inactive,1077,108,1035,117,1.96,000,053,
1809,231.440,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.76,127,403,88,64.00,0.796,Active,Inactive,1077,108,1035,117,1.96,000,053,
1810,231.568,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.76,127,403,94,64.00,0.835,Active,Inactive,1071,108,1035,117,1.96,000,053,
1811,231.696,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.76,127,403,94,128.00,0.835,Active,Inactive,1071,100,1035,114,1.96,000,053,
1812,231.824,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.74,127,403,95,128.00,0.796,Active,Inactive,1069,100,1035,114,1.96,000,053,
1813,231.952,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.74,127,403,95,128.00,0.796,Active,Inactive,1069,100,1035,114,1.96,000,053,
1814,232.080,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,403,95,128.00,0.660,Active,Inactive,1057,100,1035,114,1.96,000,053,
1815,232.207,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,403,95,128.00,0.660,Active,Inactive,1057,100,1035,114,1.96,000,053,
1816,232.335,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,403,97,128.00,0.214,Active,Inactive,1079,100,1035,114,1.96,000,053,
1817,232.463,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,403,97,128.00,0.214,Active,Inactive,1079,107,1027,117,1.96,000,053,
1818,232.591,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.78,127,403,97,128.00,0.117,Active,Inactive,1071,107,1027,117,1.96,000,053,
1819,232.719,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.78,127,403,97,128.00,0.117,Active,Inactive,1071,107,1027,117,1.96,000,053,
1820,232.847,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.78,127,403,96,128.00,0.117,Active,Inactive,1069,107,1027,117,1.96,000,053,
1821,232.975,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.78,127,403,96,128.00,0.117,Active,Inactive,1069,107,1027,117,1.96,000,053,
1822,233.103,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.79,127,403,96,128.00,0.136,Active,Inactive,1079,107,1027,117,1.96,000,053,
1823,233.231,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.79,127,403,96,192.00,0.136,Active,Inactive,1079,114,1027,120,1.96,000,053,
1824,233.359,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.80,127,403,95,192.00,0.291,Active,Inactive,1063,114,1027,120,1.96,000,053,
1825,233.487,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.80,127,403,95,192.00,0.291,Active,Inactive,1063,114,1027,120,1.96,000,053,
1826,233.615,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.77,127,403,94,192.00,0.738,Active,Inactive,1071,114,1027,120,1.96,000,053,
1827,233.743,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.77,127,403,94,192.00,0.738,Active,Inactive,1071,114,1027,120,1.96,000,053,
1828,233.887,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,09,1.76,127,403,93,192.00,0.524,Active,Inactive,1076,114,1027,120,1.96,000,053,
1829,234.015,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,09,1.76,127,403,93,0.00,0.524,Active,Inactive,1076,101,1027,114,1.96,000,053,
1830,234.143,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.74,127,396,90,0.00,0.796,Active,Inactive,1081,101,1027,114,1.96,000,053,
1831,234.271,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.74,127,396,90,0.00,0.796,Active,Inactive,1081,101,1027,114,1.96,000,053,
1832,234.399,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.74,127,396,88,0.00,0.757,Active,Inactive,1079,101,1027,114,1.96,000,053,
1833,234.527,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.74,127,396,88,0.00,0.757,Active,Inactive,1079,101,1027,114,1.96,000,053,
1834,234.655,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.73,127,396,86,0.00,0.485,Active,Inactive,1089,101,1027,114,1.96,000,053,
1835,234.783,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.73,127,396,86,192.00,0.485,Active,Inactive,1089,093,1027,110,1.96,000,053,
1836,234.910,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.72,127,396,87,192.00,0.718,Active,Inactive,1075,093,1027,110,1.96,000,053,
1837,235.038,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.72,127,396,87,192.00,0.718,Active,Inactive,1075,093,1027,110,1.96,000,053,
1838,235.166,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,396,88,192.00,0.175,Active,Inactive,1070,093,1027,110,1.96,000,053,
1839,235.294,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,396,88,192.00,0.175,Active,Inactive,1070,093,1027,110,1.96,000,053,
1840,235.422,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,396,89,192.00,0.078,Active,Inactive,1073,093,1027,110,1.96,000,053,
1841,235.550,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.75,127,396,89,0.00,0.078,Active,Inactive,1073,105,1027,116,1.96,000,053,
1842,235.678,Inactive,023,1013,13.203,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.76,127,396,90,0.00,0.078,Active,Inactive,1071,105,1027,116,1.96,000,053,
1843,235.806,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.76,127,396,90,0.00,0.078,Active,Inactive,1071,105,1027,116,1.96,000,053,
1844,235.934,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.77,127,396,91,0.00,0.136,Active,Inactive,1074,105,1027,116,1.96,000,053,
1845,236.062,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.77,127,396,91,0.00,0.136,Active,Inactive,1074,105,1027,116,1.96,000,053,
1846,236.190,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.79,127,403,96,0.00,0.097,Active,Inactive,1061,105,1027,116,1.96,000,053,
1847,236.318,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.79,127,403,96,0.00,0.097,Active,Inactive,1061,113,1027,120,1.96,000,054,
1848,236.446,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.77,127,396,97,0.00,0.097,Active,Inactive,1078,113,1027,120,1.96,000,054,
1849,236.574,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.77,127,396,97,0.00,0.097,Active,Inactive,1078,113,1027,120,1.96,000,054,
1850,236.702,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.77,127,396,96,0.00,0.466,Active,Inactive,1081,113,1027,120,1.96,000,054,
1851,236.830,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,08,1.77,127,396,96,0.00,0.466,Active,Inactive,1081,113,1027,120,1.96,000,054,
1852,236.958,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.74,127,396,94,0.00,0.796,Active,Inactive,1085,113,1027,120,1.96,000,054,
1853,237.086,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.74,127,396,94,0.00,0.796,Active,Inactive,1085,103,1019,115,1.96,000,054,
1854,237.214,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.72,127,390,89,0.00,0.816,Active,Inactive,1088,103,1019,115,1.96,000,054,
1855,237.342,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.72,127,390,89,0.00,0.816,Active,Inactive,1088,103,1019,115,1.96,000,054,
1856,237.470,Inactive,023,1013,13.281,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,32,Idle,10,1.71,127,390,85,0.00,0.796,Active,Inactive,1086,103,1019,115,1.96,000,054,
