ScannerPro Engine data log recorded on 09/15/2012 11:30:03
,Time,AC Sw,Air Temp,Barometric Pressure,Batt Volts,Code 13,Code 13,Code 14,Code 14,Code 15,Code 15,Code 21,Code 21,Code 22,Code 22,Code 23,Code 23,Code 24,Code 24,Code 25,Code 25,Code 31,Code 31,Code 32,Code 32,Code 41,Code 41,Code 42,Code 42,Code 46,Code 46,Code 51,Code 51,Code 52,Code 52,ECUID,EGR,Elec Load,Evap Purge,IAC Duty Cycle,Idle Switch,Ignition Advance,Injector PW,LTFT,Manifold Pressure,Monitor1,Monitor2,O2 Sensor,O2S_Status,PS Switch,RPM,STFT,Target Idle,TFT,TPS Angle,VSS,Water Temp,
Sample #,Seconds,,C,mBar,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,degrees (BTDC),ms,,mBar,,,mV,,,RPM,,RPM,,degrees,MPH,C,
278,35.396,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.97,127,409,97,0.00,0.427,Inactive,Inactive,1568,128,1552,127,5.39,000,018,
279,35.524,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.97,127,409,97,0.00,0.427,Inactive,Inactive,1568,128,1552,127,5.39,000,018,
280,35.652,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.96,127,403,88,0.00,0.447,Inactive,Inactive,1588,128,1552,127,5.39,000,018,
281,35.780,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.96,127,403,88,192.00,0.447,Inactive,Inactive,1588,128,1552,127,5.39,000,018,
282,35.908,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.97,127,409,92,192.00,0.466,Inactive,Inactive,1572,128,1552,127,5.39,000,018,
283,36.036,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.97,127,409,92,192.00,0.466,Inactive,Inactive,1572,128,1552,127,5.39,000,018,
284,36.164,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.96,127,409,93,192.00,0.505,Inactive,Inactive,1587,128,1552,127,5.39,000,018,
285,36.291,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.96,127,409,93,192.00,0.505,Inactive,Inactive,1587,128,1552,127,5.39,000,018,
286,36.419,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.96,127,409,93,192.00,0.524,Inactive,Inactive,1584,128,1552,127,5.39,000,018,
287,36.547,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.96,127,409,93,64.00,0.524,Inactive,Inactive,1584,128,1552,127,5.39,000,018,
288,36.675,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.96,127,409,88,64.00,0.544,Inactive,Inactive,1561,128,1552,127,5.39,000,018,
289,36.803,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.96,127,409,88,64.00,0.544,Inactive,Inactive,1561,128,1552,127,5.39,000,018,
290,36.931,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,17,1.96,127,409,96,64.00,0.563,Inactive,Inactive,1590,128,1552,127,5.39,000,018,
291,37.059,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,17,1.96,127,409,96,64.00,0.563,Active,Inactive,1590,128,1552,127,5.39,000,018,
292,37.187,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.95,127,403,91,64.00,0.583,Active,Inactive,1577,128,1552,127,5.39,000,018,
293,37.314,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.95,127,403,91,0.00,0.583,Active,Inactive,1577,128,1552,127,5.39,000,018,
294,37.442,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.97,127,409,91,0.00,0.602,Active,Inactive,1592,128,1552,127,5.39,000,018,
295,37.570,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.97,127,409,91,0.00,0.602,Active,Inactive,1592,128,1552,127,5.39,000,018,
296,37.698,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.93,127,403,97,0.00,0.621,Active,Inactive,1615,128,1552,127,5.39,000,018,
297,37.826,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.93,127,403,97,0.00,0.621,Active,Inactive,1615,128,1552,127,5.39,000,018,
298,37.954,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.94,127,403,87,0.00,0.641,Active,Inactive,1615,128,1552,127,5.39,000,018,
299,38.082,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.94,127,403,87,192.00,0.641,Active,Inactive,1615,128,1552,127,5.39,000,018,
300,38.210,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.93,127,403,92,192.00,0.660,Active,Inactive,1623,128,1552,127,5.39,000,018,
301,38.338,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.93,127,403,92,192.00,0.660,Active,Inactive,1623,128,1552,127,5.39,000,018,
302,38.466,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.97,127,409,88,192.00,0.660,Active,Inactive,1580,128,1552,127,5.39,000,018,
303,38.594,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.97,127,409,88,192.00,0.660,Active,Inactive,1580,128,1552,127,5.39,000,018,
304,38.722,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,21,1.95,127,403,98,192.00,0.680,Active,Inactive,1578,128,1552,127,5.39,000,018,
305,38.866,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,21,1.95,127,403,98,0.00,0.680,Active,Inactive,1578,128,1552,127,5.39,000,018,
306,38.994,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.96,127,403,89,0.00,0.680,Active,Inactive,1590,128,1552,127,5.39,000,018,
307,39.122,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.96,127,403,89,0.00,0.680,Active,Inactive,1590,128,1552,127,5.39,000,018,
308,39.250,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.93,127,403,96,0.00,0.699,Active,Inactive,1611,128,1552,127,5.39,000,018,
309,39.378,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.93,127,403,96,0.00,0.699,Active,Inactive,1611,128,1552,127,5.39,000,018,
310,39.506,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,17,1.93,127,403,88,0.00,0.718,Active,Inactive,1605,128,1552,127,5.39,000,018,
311,39.634,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,17,1.93,127,403,88,0.00,0.718,Active,Inactive,1605,128,1552,127,5.39,000,018,
312,39.762,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.94,127,403,87,0.00,0.718,Active,Inactive,1588,128,1552,127,5.39,000,018,
313,39.890,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.94,127,403,87,0.00,0.718,Active,Inactive,1588,128,1552,127,5.39,000,018,
314,40.018,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.95,127,403,97,0.00,0.718,Active,Inactive,1602,128,1552,127,5.39,000,018,
315,40.147,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.95,127,403,97,0.00,0.718,Active,Inactive,1602,128,1552,127,5.39,000,018,
316,40.274,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.94,127,403,87,0.00,0.738,Active,Inactive,1602,128,1552,127,5.39,000,018,
317,40.402,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.94,127,403,87,192.00,0.738,Active,Inactive,1602,128,1552,127,5.39,000,018,
318,40.530,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.94,127,403,96,192.00,0.757,Active,Inactive,1618,128,1552,127,5.39,000,018,
319,40.658,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.94,127,403,96,192.00,0.757,Active,Inactive,1618,128,1552,127,5.39,000,018,
320,40.786,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.93,127,403,88,192.00,0.757,Active,Inactive,1604,128,1552,127,5.39,000,018,
321,40.914,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.93,127,403,88,192.00,0.757,Active,Inactive,1604,128,1552,127,5.39,000,018,
322,41.042,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.92,127,403,95,192.00,0.777,Active,Inactive,1620,128,1552,127,5.39,000,018,
323,41.170,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.92,127,403,95,64.00,0.777,Active,Inactive,1620,128,1552,127,5.39,000,018,
324,41.298,Inactive,023,1013,14.063,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.91,127,396,87,64.00,0.796,Active,Inactive,1617,128,1552,127,5.39,000,018,
325,41.426,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.91,127,396,87,64.00,0.796,Active,Inactive,1617,128,1552,127,5.39,000,018,
326,41.554,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.90,127,396,91,64.00,0.796,Active,Inactive,1624,128,1552,127,5.39,000,018,
327,41.682,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.90,127,396,91,64.00,0.796,Active,Inactive,1624,128,1552,127,5.39,000,018,
328,41.809,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.90,127,396,95,64.00,0.796,Active,Inactive,1618,128,1552,127,5.39,000,018,
329,41.953,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.90,127,396,95,128.00,0.796,Active,Inactive,1618,128,1552,127,5.39,000,018,
330,42.081,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,21,1.90,127,396,87,128.00,0.796,Active,Inactive,1623,128,1552,127,5.39,000,018,
331,42.209,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,21,1.90,127,396,87,128.00,0.796,Active,Inactive,1623,128,1552,127,5.39,000,018,
332,42.337,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.91,127,396,91,128.00,0.796,Active,Inactive,1601,128,1552,127,5.39,000,018,
333,42.465,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,18,1.91,127,396,91,128.00,0.796,Active,Inactive,1601,128,1552,127,5.39,000,018,
334,42.593,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.91,127,396,88,128.00,0.816,Active,Inactive,1603,128,1552,127,5.39,000,018,
335,42.721,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,20,1.91,127,396,88,64.00,0.816,Active,Inactive,1603,128,1552,127,5.39,000,018,
336,42.849,Inactive,023,1013,13.984,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Clear,Code 42 - Crank Angle Sensor,Clear,Clear,Clear,Clear,Clear,Clear,Incorrect ECU ID,Off,Off,Off,48,Idle,19,1.92,127,403,92,64.00,0.796,Active,Inactive,1604,128,1552,127,5.39,000,018,
